Label,Red,Green,Blue,Hex
0,147.57142857142858,128.71428571428572,183.28571428571428,#9481b7
1,188.22222222222223,75.88888888888889,8.555555555555571,#bc4c09
2,4.0909090909090935,109.54545454545455,72.9090909090909,#046e49
3,244.4,177.7,66.0,#f4b242
4,248.36842105263156,179.8421052631579,202.42105263157896,#f8b4ca
5,195.4,85.06666666666666,82.86666666666667,#c35553
6,1.3333333333333428,251.16666666666663,246.83333333333331,#01fbf7
7,67.19999999999999,98.8,150.9,#436397
8,91.15789473684211,71.78947368421052,81.73684210526315,#5b4852
9,244.33333333333331,83.38888888888889,145.33333333333334,#f45391
10,127.5,4.000000000000014,254.16666666666666,#8004fe
11,62.0,193.25,37.0,#3ec125
12,210.71428571428572,212.71428571428572,211.42857142857142,#d3d5d3
13,6.642857142857139,21.285714285714292,139.21428571428572,#07158b
14,245.13333333333333,5.733333333333334,38.53333333333333,#f50627
15,30.5,13.571428571428584,15.785714285714292,#1e0e10
16,120.14285714285714,182.42857142857144,241.28571428571428,#78b6f1
17,5.625,148.0,179.125,#0694b3
18,241.0,105.35714285714286,43.71428571428574,#f1692c
19,103.66666666666667,249.0,0.3333333333333286,#68f900
20,250.90625,219.71875,2.312500000000014,#fbdc02
21,203.15384615384616,183.53846153846155,134.15384615384616,#cbb886
22,244.77419354838707,245.8064516129032,244.8709677419355,#f5f6f5
23,90.85714285714286,212.0,118.14285714285714,#5bd476
24,146.5909090909091,113.13636363636364,77.54545454545453,#93714e
25,189.54545454545456,12.72727272727272,17.272727272727266,#be0d11
26,225.16666666666666,1.4210854715202004e-14,254.99999999999997,#e100ff
27,246.0,121.77777777777777,246.33333333333331,#f67af6
28,181.27272727272728,186.63636363636363,202.45454545454547,#b5bbca
29,49.33333333333334,77.91666666666667,70.16666666666667,#314e46
30,181.72727272727272,37.09090909090909,83.63636363636363,#b62554
31,81.8,38.44999999999999,132.9,#522685
32,108.64705882352942,70.94117647058825,30.764705882352942,#6d471f
33,92.84615384615384,143.0,167.6923076923077,#5d8fa8
34,125.38461538461539,95.76923076923077,124.76923076923077,#7d607d
35,220.42105263157896,45.42105263157896,49.89473684210526,#dc2d32
36,28.19999999999999,139.4,23.200000000000003,#1c8b17
37,214.8181818181818,146.72727272727272,161.0909090909091,#d793a1
38,249.91666666666666,220.45833333333331,171.95833333333331,#fadcac
39,34.42857142857143,71.42857142857142,192.42857142857144,#2247c0
40,202.2,251.59999999999997,3.299999999999997,#cafc03
41,19.333333333333343,56.16666666666667,39.75,#133828
42,203.65,51.89999999999999,133.2,#cc3485
43,243.8846153846154,228.0769230769231,114.46153846153847,#f4e472
44,3.5,196.75,64.75,#04c541
45,114.25,124.5,0.75,#727c01
46,243.83333333333331,235.0,60.75,#f4eb3d
47,246.1904761904762,147.57142857142858,4.61904761904762,#f69405
48,2.142857142857139,188.0,248.71428571428572,#02bcf9
49,14.25,255.0,5.0,#0eff05
50,231.1818181818182,29.090909090909093,90.0,#e71d5a
51,152.75,39.25,227.5,#9927e4
52,251.07142857142856,73.85714285714286,2.714285714285694,#fb4a03
53,70.66666666666667,198.44444444444446,195.33333333333331,#47c6c3
54,3.2222222222222285,121.0,126.55555555555556,#03797f
55,143.15384615384616,207.3846153846154,231.15384615384616,#8fcfe7
56,245.84615384615387,167.3846153846154,113.61538461538461,#f6a772
57,144.1764705882353,2.82352941176471,9.529411764705898,#90030a
58,132.33333333333334,131.25,129.625,#848382
59,162.05,85.19999999999999,106.7,#a2556b
60,208.125,158.375,219.25,#d09edb
61,137.45454545454544,180.9090909090909,106.9090909090909,#89b56b
62,129.30769230769232,62.61538461538461,70.46153846153845,#813f46
63,0.0,253.33333333333331,136.0,#00fd88
64,242.16666666666666,40.0,189.16666666666669,#f228bd
65,0.0,160.22222222222223,102.0,#00a066
66,212.0,164.88888888888889,46.66666666666667,#d4a52f
67,69.83333333333334,121.61111111111111,109.77777777777777,#467a6e
68,113.75,31.833333333333343,71.91666666666666,#722048
69,169.1764705882353,163.94117647058823,168.0,#a9a4a8
70,29.0,7.999999999999986,231.8,#1d08e8
71,208.0,3.583333333333343,66.41666666666667,#d00442
72,102.375,84.75,198.75,#6655c7
73,247.0,113.0909090909091,81.0,#f77151
74,203.83333333333331,147.27777777777777,103.16666666666667,#cc9367
75,157.375,195.625,22.625,#9dc417
76,156.0,228.0,166.9,#9ce4a7
77,240.33333333333331,108.77777777777777,204.66666666666669,#f06dcd
78,168.2941176470588,238.2941176470588,239.88235294117646,#a8eef0
79,163.14285714285714,241.42857142857142,62.57142857142857,#a3f13f
80,196.63636363636363,114.0909090909091,39.72727272727272,#c57228
81,250.0,68.33333333333333,84.6,#fa4455
82,229.3,194.4,249.5,#e5c2fa
83,248.07407407407408,234.48148148148147,209.62962962962962,#f8ead2
84,3.2307692307692264,61.846153846153854,157.76923076923077,#033e9e
85,63.75,56.64999999999999,47.7,#403930
86,116.0,159.07142857142856,200.85714285714283,#749fc9
87,3.75,115.125,1.625,#047302
88,73.18181818181817,130.1818181818182,232.8181818181818,#4982e9
89,164.94117647058823,42.000000000000014,46.352941176470594,#a52a2e
90,162.14285714285714,2.714285714285708,201.0,#a203c9
91,155.0909090909091,111.45454545454545,16.636363636363626,#9b6f11
92,248.0909090909091,3.636363636363626,135.45454545454544,#f80487
93,53.25,177.75,136.625,#35b289
94,203.85714285714286,113.85714285714286,153.21428571428572,#cc7299
95,88.5,132.875,50.125,#588532
96,138.6,-1.4210854715202004e-14,127.4,#8b007f
97,248.9090909090909,146.8181818181818,172.54545454545456,#f993ad
98,244.76923076923077,120.23076923076923,123.07692307692308,#f5787b
99,14.636363636363626,186.81818181818184,193.8181818181818,#0fbbc2
100,4.5,112.71428571428572,181.14285714285714,#0471b5
101,114.0,28.14285714285714,24.07142857142857,#721c18
102,4.384615384615387,51.23076923076924,81.23076923076923,#043351
103,12.599999999999994,114.2,254.60000000000002,#0d72ff
104,165.07142857142858,95.07142857142857,206.0,#a55fce
